sales_order_number,order_date,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity,unit_price,net_revenue,unit_cost
AB-2026-12191,2026-06-01,Eigener Shop,K-17751,Rechnungskauf,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,34.9,34.9,9.0
AB-2026-12191,2026-06-01,Eigener Shop,K-17751,Rechnungskauf,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,79.9,79.9,24.0
AB-2026-12192,2026-02-05,Eigener Shop,K-11840,Rechnungskauf,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,64.9,64.9,19.5
AB-2026-12192,2026-02-05,Eigener Shop,K-11840,Rechnungskauf,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,29.9,29.9,7.5
AB-2026-12193,2026-04-26,Eigener Shop,K-15021,Rechnungskauf,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,69.9,69.9,21.0
AB-2026-12193,2026-04-26,Eigener Shop,K-15021,Rechnungskauf,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,69.9,69.9,21.0
AB-2026-12194,2026-05-11,Zalando,K-13251,PayPal,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,69.9,69.9,21.0
AB-2026-12194,2026-05-11,Zalando,K-13251,PayPal,CAP-LG-L-WEI,Cap Logo,L,Weiss,1,24.9,24.9,6.0
AB-2026-12195,2026-01-04,Eigener Shop,K-13608,PayPal,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,79.9,79.9,24.0
AB-2026-12196,2026-06-11,Eigener Shop,K-18369,PayPal,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,19.9,19.9,4.8
AB-2026-12197,2026-01-27,Eigener Shop,K-14154,Kreditkarte,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,64.9,64.9,19.5
AB-2026-12197,2026-01-27,Eigener Shop,K-14154,Kreditkarte,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,24.9,24.9,6.0
AB-2026-12197,2026-01-27,Eigener Shop,K-14154,Kreditkarte,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-12198,2026-02-08,Zalando,K-12490,Rechnungskauf,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,79.9,79.9,24.0
AB-2026-12199,2026-04-03,Amazon,K-13263,Rechnungskauf,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,64.9,64.9,19.5
AB-2026-12200,2026-06-04,Eigener Shop,K-12779,Rechnungskauf,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,89.9,89.9,28.0
AB-2026-12200,2026-06-04,Eigener Shop,K-12779,Rechnungskauf,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,19.9,19.9,4.8
AB-2026-12201,2026-03-09,Eigener Shop,K-13983,PayPal,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,34.9,34.9,9.0
AB-2026-12202,2026-05-11,Amazon,K-19823,Vorkasse,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,64.9,64.9,19.5
AB-2026-12203,2026-02-06,Amazon,K-13272,Kreditkarte,KLEID-PR-L-NAV,Sommerkleid Print,L,Navy,1,79.9,79.9,24.0
AB-2026-12203,2026-02-06,Amazon,K-13272,Kreditkarte,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,69.9,69.9,21.0
AB-2026-12204,2026-02-27,Eigener Shop,K-18808,Vorkasse,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-12205,2026-06-22,Eigener Shop,K-14077,PayPal,TEE-BAS-XL-SCH,T-Shirt Basic,XL,Schwarz,1,29.9,29.9,7.5
AB-2026-12205,2026-06-22,Eigener Shop,K-14077,PayPal,TEE-BAS-M-SCH,T-Shirt Basic,M,Schwarz,1,29.9,29.9,7.5
AB-2026-12205,2026-06-22,Eigener Shop,K-14077,PayPal,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,24.9,24.9,6.0
AB-2026-12205,2026-06-22,Eigener Shop,K-14077,PayPal,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,24.9,24.9,6.0
AB-2026-12205,2026-06-22,Eigener Shop,K-14077,PayPal,CAP-LG-S-OLI,Cap Logo,S,Oliv,1,24.9,24.9,6.0
AB-2026-12205,2026-06-22,Eigener Shop,K-14077,PayPal,CAP-LG-XS-OLI,Cap Logo,XS,Oliv,1,24.9,24.9,6.0
AB-2026-12206,2026-01-22,Eigener Shop,K-11885,Rechnungskauf,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,29.9,29.9,7.5
AB-2026-12206,2026-01-22,Eigener Shop,K-11885,Rechnungskauf,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,79.9,79.9,24.0
AB-2026-12206,2026-01-22,Eigener Shop,K-11885,Rechnungskauf,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,89.9,89.9,28.0
AB-2026-12207,2026-02-01,Eigener Shop,K-13636,Kreditkarte,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-12207,2026-02-01,Eigener Shop,K-13636,Kreditkarte,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,89.9,89.9,28.0
AB-2026-12207,2026-02-01,Eigener Shop,K-13636,Kreditkarte,CAP-LG-M-OLI,Cap Logo,M,Oliv,1,24.9,24.9,6.0
AB-2026-12208,2026-06-17,Zalando,K-13356,PayPal,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,69.9,69.9,21.0
AB-2026-12209,2026-03-07,Eigener Shop,K-11016,Vorkasse,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,89.9,89.9,28.0
AB-2026-12210,2026-06-21,Eigener Shop,K-12548,Vorkasse,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,89.9,89.9,28.0
AB-2026-12210,2026-06-21,Eigener Shop,K-12548,Vorkasse,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-12210,2026-06-21,Eigener Shop,K-12548,Vorkasse,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,64.9,64.9,19.5
AB-2026-12211,2026-03-28,Eigener Shop,K-19497,Kreditkarte,HOOD-ZP-S-SCH,Zip-Hoodie Heavy,S,Schwarz,1,89.9,89.9,28.0
AB-2026-12211,2026-03-28,Eigener Shop,K-19497,Kreditkarte,HOOD-ZP-M-SCH,Zip-Hoodie Heavy,M,Schwarz,1,89.9,89.9,28.0
AB-2026-12212,2026-03-15,Eigener Shop,K-11970,PayPal,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,19.9,19.9,4.8
AB-2026-12212,2026-03-15,Eigener Shop,K-11970,PayPal,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-12213,2026-05-26,Eigener Shop,K-15833,Rechnungskauf,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,79.9,79.9,24.0
AB-2026-12214,2026-04-29,Eigener Shop,K-10717,Kreditkarte,SOCK-3P-S-SCH,Sneaker Socken 3er-Pack,S,Schwarz,1,19.9,19.9,4.8
AB-2026-12215,2026-05-30,Amazon,K-17501,Kreditkarte,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-12216,2026-04-02,Amazon,K-14005,Kreditkarte,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,34.9,34.9,9.0
AB-2026-12217,2026-04-02,Eigener Shop,K-18058,Vorkasse,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,64.9,64.9,19.5
AB-2026-12217,2026-04-02,Eigener Shop,K-18058,Vorkasse,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,34.9,34.9,9.0
AB-2026-12217,2026-04-02,Eigener Shop,K-18058,Vorkasse,SOCK-3P-L-NAV,Sneaker Socken 3er-Pack,L,Navy,1,19.9,19.9,4.8
AB-2026-12218,2026-04-07,Amazon,K-15364,Rechnungskauf,TEE-OVS-S-WEI,T-Shirt Oversized,S,Weiss,1,34.9,34.9,9.0
AB-2026-12219,2026-01-09,Amazon,K-15102,PayPal,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,89.9,89.9,28.0
AB-2026-12219,2026-01-09,Amazon,K-15102,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,34.9,34.9,9.0
AB-2026-12220,2026-06-08,Zalando,K-11207,Vorkasse,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,24.9,24.9,6.0
AB-2026-12221,2026-02-18,Eigener Shop,K-10731,PayPal,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,34.9,34.9,9.0
AB-2026-12222,2026-05-14,Eigener Shop,K-18532,PayPal,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,79.9,79.9,24.0
AB-2026-12223,2026-06-11,Eigener Shop,K-10545,Kreditkarte,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,34.9,34.9,9.0
AB-2026-12224,2026-01-27,Eigener Shop,K-10485,PayPal,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,19.9,19.9,4.8
AB-2026-12224,2026-01-27,Eigener Shop,K-10485,PayPal,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,89.9,89.9,28.0
AB-2026-12225,2026-03-09,Amazon,K-13436,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,69.9,69.9,21.0
AB-2026-12226,2026-02-23,Eigener Shop,K-12170,Vorkasse,TEE-BAS-L-NAV,T-Shirt Basic,L,Navy,1,29.9,29.9,7.5
AB-2026-12226,2026-02-23,Eigener Shop,K-12170,Vorkasse,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,64.9,64.9,19.5
AB-2026-12227,2026-06-27,Amazon,K-10640,Rechnungskauf,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-12228,2026-02-06,Eigener Shop,K-16417,Rechnungskauf,SOCK-3P-L-SCH,Sneaker Socken 3er-Pack,L,Schwarz,1,19.9,19.9,4.8
AB-2026-12229,2026-03-02,Eigener Shop,K-16300,PayPal,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-12229,2026-03-02,Eigener Shop,K-16300,PayPal,HOOD-ZP-XS-SCH,Zip-Hoodie Heavy,XS,Schwarz,1,89.9,89.9,28.0
AB-2026-12230,2026-05-13,Eigener Shop,K-17424,Kreditkarte,TEE-BAS-L-OLI,T-Shirt Basic,L,Oliv,1,29.9,29.9,7.5
AB-2026-12231,2026-01-19,Amazon,K-11691,Vorkasse,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-12231,2026-01-19,Amazon,K-11691,Vorkasse,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,69.9,69.9,21.0
AB-2026-12232,2026-02-16,Amazon,K-17970,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,34.9,34.9,9.0
AB-2026-12232,2026-02-16,Amazon,K-17970,PayPal,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,64.9,64.9,19.5
AB-2026-12232,2026-02-16,Amazon,K-17970,PayPal,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,64.9,64.9,19.5
AB-2026-12233,2026-02-15,Eigener Shop,K-16308,Kreditkarte,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,34.9,34.9,9.0
AB-2026-12233,2026-02-15,Eigener Shop,K-16308,Kreditkarte,TEE-BAS-M-WEI,T-Shirt Basic,M,Weiss,1,29.9,29.9,7.5
AB-2026-12234,2026-03-13,Eigener Shop,K-11495,Rechnungskauf,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,79.9,79.9,24.0
AB-2026-12235,2026-06-13,Eigener Shop,K-12680,Kreditkarte,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,89.9,89.9,28.0
AB-2026-12236,2026-01-13,Eigener Shop,K-18926,PayPal,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,29.9,29.9,7.5
AB-2026-12237,2026-03-14,Eigener Shop,K-12181,Vorkasse,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,79.9,79.9,24.0
AB-2026-12238,2026-05-07,Amazon,K-13282,Rechnungskauf,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-12239,2026-06-17,Amazon,K-15312,Rechnungskauf,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,79.9,79.9,24.0
AB-2026-12240,2026-01-19,Zalando,K-11799,Rechnungskauf,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-12240,2026-01-19,Zalando,K-11799,Rechnungskauf,CAP-LG-XL-NAV,Cap Logo,XL,Navy,1,24.9,24.9,6.0
AB-2026-12241,2026-05-23,Eigener Shop,K-10578,Rechnungskauf,HOOD-ZP-XS-SCH,Zip-Hoodie Heavy,XS,Schwarz,1,89.9,89.9,28.0
AB-2026-12241,2026-05-23,Eigener Shop,K-10578,Rechnungskauf,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,34.9,34.9,9.0
AB-2026-12241,2026-05-23,Eigener Shop,K-10578,Rechnungskauf,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,89.9,89.9,28.0
AB-2026-12242,2026-04-02,Eigener Shop,K-11674,Rechnungskauf,TEE-BAS-L-NAV,T-Shirt Basic,L,Navy,1,29.9,29.9,7.5
AB-2026-12242,2026-04-02,Eigener Shop,K-11674,Rechnungskauf,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,29.9,29.9,7.5
AB-2026-12243,2026-04-03,Eigener Shop,K-17368,Kreditkarte,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,64.9,64.9,19.5
AB-2026-12244,2026-06-04,Eigener Shop,K-16851,Rechnungskauf,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,89.9,89.9,28.0
AB-2026-12245,2026-04-15,Amazon,K-18485,PayPal,TEE-BAS-XL-SCH,T-Shirt Basic,XL,Schwarz,1,29.9,29.9,7.5
AB-2026-12246,2026-05-09,Amazon,K-13577,PayPal,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,79.9,79.9,24.0
AB-2026-12246,2026-05-09,Amazon,K-13577,PayPal,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,79.9,79.9,24.0
AB-2026-12247,2026-02-27,Eigener Shop,K-19774,Rechnungskauf,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,79.9,79.9,24.0
AB-2026-12248,2026-02-26,Zalando,K-11594,Rechnungskauf,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,69.9,69.9,21.0
AB-2026-12248,2026-02-26,Zalando,K-11594,Rechnungskauf,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,34.9,34.9,9.0
AB-2026-12248,2026-02-26,Zalando,K-11594,Rechnungskauf,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-12249,2026-05-05,Eigener Shop,K-13346,Rechnungskauf,SOCK-3P-L-WEI,Sneaker Socken 3er-Pack,L,Weiss,1,19.9,19.9,4.8
AB-2026-12250,2026-05-25,Eigener Shop,K-11894,Kreditkarte,TEE-BAS-M-SCH,T-Shirt Basic,M,Schwarz,1,29.9,29.9,7.5
AB-2026-12251,2026-01-27,Zalando,K-15516,Rechnungskauf,TEE-OVS-XS-WEI,T-Shirt Oversized,XS,Weiss,1,34.9,34.9,9.0
AB-2026-12252,2026-03-08,Eigener Shop,K-17862,Rechnungskauf,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,79.9,79.9,24.0
AB-2026-12252,2026-03-08,Eigener Shop,K-17862,Rechnungskauf,CAP-LG-S-NAV,Cap Logo,S,Navy,1,24.9,24.9,6.0
AB-2026-12253,2026-01-11,Zalando,K-12325,PayPal,SOCK-3P-XL-WEI,Sneaker Socken 3er-Pack,XL,Weiss,1,19.9,19.9,4.8
AB-2026-12254,2026-06-26,Zalando,K-11208,Rechnungskauf,CAP-LG-XS-NAV,Cap Logo,XS,Navy,1,24.9,24.9,6.0
AB-2026-12254,2026-06-26,Zalando,K-11208,Rechnungskauf,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-12255,2026-03-11,Amazon,K-13254,Kreditkarte,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-12256,2026-06-22,Eigener Shop,K-11268,PayPal,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,79.9,79.9,24.0
AB-2026-12256,2026-06-22,Eigener Shop,K-11268,PayPal,CAP-LG-L-NAV,Cap Logo,L,Navy,1,24.9,24.9,6.0
AB-2026-12257,2026-05-25,Eigener Shop,K-17860,Rechnungskauf,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-12258,2026-03-09,Amazon,K-11478,Kreditkarte,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,69.9,69.9,21.0
AB-2026-12258,2026-03-09,Amazon,K-11478,Kreditkarte,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,64.9,64.9,19.5
AB-2026-12259,2026-02-02,Eigener Shop,K-14798,Vorkasse,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,89.9,89.9,28.0
AB-2026-12260,2026-02-27,Eigener Shop,K-10189,Kreditkarte,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,79.9,79.9,24.0
AB-2026-12261,2026-05-29,Amazon,K-11375,Vorkasse,SOCK-3P-XS-OLI,Sneaker Socken 3er-Pack,XS,Oliv,1,19.9,19.9,4.8
AB-2026-12261,2026-05-29,Amazon,K-11375,Vorkasse,SOCK-3P-M-WEI,Sneaker Socken 3er-Pack,M,Weiss,1,19.9,19.9,4.8
AB-2026-12262,2026-03-05,Eigener Shop,K-13177,PayPal,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,29.9,29.9,7.5
AB-2026-12263,2026-05-30,Eigener Shop,K-10956,PayPal,SOCK-3P-M-WEI,Sneaker Socken 3er-Pack,M,Weiss,1,19.9,19.9,4.8
AB-2026-12264,2026-06-21,Eigener Shop,K-11828,Rechnungskauf,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,34.9,34.9,9.0
AB-2026-12265,2026-02-17,Amazon,K-11959,Rechnungskauf,TEE-OVS-L-SCH,T-Shirt Oversized,L,Schwarz,1,34.9,34.9,9.0
AB-2026-12265,2026-02-17,Amazon,K-11959,Rechnungskauf,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,64.9,64.9,19.5
AB-2026-12266,2026-03-24,Zalando,K-13704,PayPal,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,89.9,89.9,28.0
AB-2026-12267,2026-05-11,Amazon,K-18451,Rechnungskauf,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,34.9,34.9,9.0
AB-2026-12268,2026-06-21,Eigener Shop,K-11406,Kreditkarte,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-12269,2026-05-21,Eigener Shop,K-12767,Kreditkarte,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,89.9,89.9,28.0
AB-2026-12269,2026-05-21,Eigener Shop,K-12767,Kreditkarte,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,29.9,29.9,7.5
AB-2026-12269,2026-05-21,Eigener Shop,K-12767,Kreditkarte,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,89.9,89.9,28.0
AB-2026-12270,2026-05-10,Eigener Shop,K-15084,Rechnungskauf,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,79.9,79.9,24.0
AB-2026-12271,2026-02-20,Eigener Shop,K-19073,PayPal,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,89.9,89.9,28.0
AB-2026-12271,2026-02-20,Eigener Shop,K-19073,PayPal,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,64.9,64.9,19.5
AB-2026-12272,2026-02-03,Amazon,K-16480,Rechnungskauf,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,89.9,89.9,28.0
AB-2026-12272,2026-02-03,Amazon,K-16480,Rechnungskauf,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,89.9,89.9,28.0
AB-2026-12273,2026-06-07,Eigener Shop,K-15239,PayPal,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,69.9,69.9,21.0
AB-2026-12274,2026-05-03,Eigener Shop,K-15857,Rechnungskauf,TEE-BAS-L-NAV,T-Shirt Basic,L,Navy,1,29.9,29.9,7.5
AB-2026-12274,2026-05-03,Eigener Shop,K-15857,Rechnungskauf,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,89.9,89.9,28.0
AB-2026-12275,2026-02-01,Amazon,K-11497,PayPal,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,24.9,24.9,6.0
AB-2026-12275,2026-02-01,Amazon,K-11497,PayPal,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-12276,2026-03-09,Amazon,K-12038,Rechnungskauf,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,29.9,29.9,7.5
AB-2026-12276,2026-03-09,Amazon,K-12038,Rechnungskauf,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,24.9,24.9,6.0
AB-2026-12277,2026-05-17,Amazon,K-10465,Kreditkarte,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-12277,2026-05-17,Amazon,K-10465,Kreditkarte,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-12278,2026-05-21,Eigener Shop,K-13039,Kreditkarte,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,69.9,69.9,21.0
AB-2026-12279,2026-02-21,Eigener Shop,K-19127,Kreditkarte,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,79.9,79.9,24.0
AB-2026-12280,2026-02-22,Eigener Shop,K-19228,PayPal,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,89.9,89.9,28.0
AB-2026-12280,2026-02-22,Eigener Shop,K-19228,PayPal,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,29.9,29.9,7.5
AB-2026-12280,2026-02-22,Eigener Shop,K-19228,PayPal,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,69.9,69.9,21.0
AB-2026-12281,2026-05-26,Eigener Shop,K-10468,Rechnungskauf,TEE-OVS-S-WEI,T-Shirt Oversized,S,Weiss,1,34.9,34.9,9.0
AB-2026-12281,2026-05-26,Eigener Shop,K-10468,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-12282,2026-03-27,Eigener Shop,K-18911,Rechnungskauf,HOOD-ZP-L-SCH,Zip-Hoodie Heavy,L,Schwarz,1,89.9,89.9,28.0
AB-2026-12283,2026-01-31,Eigener Shop,K-11570,Vorkasse,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,34.9,34.9,9.0
AB-2026-12284,2026-01-05,Eigener Shop,K-12437,PayPal,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-12285,2026-03-27,Eigener Shop,K-17766,PayPal,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,69.9,69.9,21.0
AB-2026-12286,2026-04-24,Amazon,K-15437,Rechnungskauf,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-12286,2026-04-24,Amazon,K-15437,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,69.9,69.9,21.0
AB-2026-12286,2026-04-24,Amazon,K-15437,Rechnungskauf,CAP-LG-S-NAV,Cap Logo,S,Navy,1,24.9,24.9,6.0
AB-2026-12287,2026-06-29,Amazon,K-18209,Kreditkarte,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,24.9,24.9,6.0
AB-2026-12288,2026-05-06,Eigener Shop,K-14347,PayPal,SOCK-3P-XS-OLI,Sneaker Socken 3er-Pack,XS,Oliv,1,19.9,19.9,4.8
AB-2026-12289,2026-04-12,Eigener Shop,K-15251,Kreditkarte,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,29.9,29.9,7.5
AB-2026-12289,2026-04-12,Eigener Shop,K-15251,Kreditkarte,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-12290,2026-05-14,Amazon,K-16911,PayPal,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,19.9,19.9,4.8
AB-2026-12290,2026-05-14,Amazon,K-16911,PayPal,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,24.9,24.9,6.0
AB-2026-12291,2026-03-06,Eigener Shop,K-19758,Vorkasse,HOOD-ZP-M-NAV,Zip-Hoodie Heavy,M,Navy,1,89.9,89.9,28.0
AB-2026-12292,2026-02-01,Eigener Shop,K-10087,Vorkasse,CAP-LG-XS-OLI,Cap Logo,XS,Oliv,1,24.9,24.9,6.0
AB-2026-12293,2026-03-14,Eigener Shop,K-18152,Rechnungskauf,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,34.9,34.9,9.0
AB-2026-12294,2026-02-14,Zalando,K-15186,PayPal,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,79.9,79.9,24.0
AB-2026-12294,2026-02-14,Zalando,K-15186,PayPal,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,69.9,69.9,21.0
AB-2026-12295,2026-03-29,Amazon,K-17114,Rechnungskauf,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,89.9,89.9,28.0
AB-2026-12296,2026-04-03,Eigener Shop,K-15170,PayPal,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,89.9,89.9,28.0
AB-2026-12296,2026-04-03,Eigener Shop,K-15170,PayPal,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,69.9,69.9,21.0
AB-2026-12296,2026-04-03,Eigener Shop,K-15170,PayPal,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,79.9,79.9,24.0
AB-2026-12297,2026-06-08,Eigener Shop,K-15490,PayPal,CAP-LG-L-WEI,Cap Logo,L,Weiss,1,24.9,24.9,6.0
AB-2026-12298,2026-01-31,Eigener Shop,K-12234,Rechnungskauf,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,69.9,69.9,21.0
AB-2026-12299,2026-04-18,Eigener Shop,K-18649,PayPal,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,34.9,34.9,9.0
