return_number,return_date,status,progress,sales_order_number,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity_returned,return_reason,return_reason_category,refund_amount,return_type
RT-2026-4942,2026-07-15,freigegeben,eingegangen,AB-2026-12902,Eigener Shop,K-14482,Rechnungskauf,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4943,2026-05-30,freigegeben,eingegangen,AB-2026-12905,Amazon,K-14302,PayPal,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4944,2026-03-13,freigegeben,eingegangen,AB-2026-12912,Zalando,K-15072,Vorkasse,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4945,2026-02-13,freigegeben,eingegangen,AB-2026-12912,Zalando,K-15072,Vorkasse,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4946,2026-03-10,freigegeben,eingegangen,AB-2026-12916,Eigener Shop,K-19707,Vorkasse,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4947,2026-05-03,freigegeben,eingegangen,AB-2026-12922,Amazon,K-16299,Kreditkarte,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4948,2026-06-28,freigegeben,eingegangen,AB-2026-12923,Amazon,K-17525,Kreditkarte,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-4949,2026-06-05,freigegeben,eingegangen,AB-2026-12926,Eigener Shop,K-19612,Kreditkarte,TEE-OVS-XS-SCH,T-Shirt Oversized,XS,Schwarz,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4950,2026-03-09,freigegeben,eingegangen,AB-2026-12927,Amazon,K-18993,PayPal,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4951,2026-04-26,freigegeben,eingegangen,AB-2026-12929,Zalando,K-19834,PayPal,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-4952,2026-04-05,freigegeben,eingegangen,AB-2026-12930,Eigener Shop,K-19875,Vorkasse,TEE-BAS-L-OLI,T-Shirt Basic,L,Oliv,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-4953,2026-04-15,freigegeben,eingegangen,AB-2026-12933,Eigener Shop,K-15276,PayPal,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-4954,2026-02-08,freigegeben,eingegangen,AB-2026-12937,Eigener Shop,K-16187,Rechnungskauf,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4955,2026-04-22,freigegeben,eingegangen,AB-2026-12938,Eigener Shop,K-12929,PayPal,TEE-OVS-L-SCH,T-Shirt Oversized,L,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,34.9,kundenretoure
RT-2026-4956,2026-03-14,freigegeben,eingegangen,AB-2026-12940,Eigener Shop,K-12179,Vorkasse,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-4957,2026-03-05,freigegeben,eingegangen,AB-2026-12955,Eigener Shop,K-12257,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Mangelhafte Qualitaet,Gutschrift,79.9,kundenretoure
RT-2026-4958,2026-04-16,freigegeben,eingegangen,AB-2026-12961,Eigener Shop,K-18877,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4959,2026-04-21,freigegeben,eingegangen,AB-2026-12961,Eigener Shop,K-18877,Rechnungskauf,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4960,2026-05-08,freigegeben,eingegangen,AB-2026-12967,Zalando,K-14527,Kreditkarte,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-4961,2026-05-31,freigegeben,eingegangen,AB-2026-12968,Amazon,K-10583,PayPal,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-4962,2026-07-21,freigegeben,eingegangen,AB-2026-12982,Amazon,K-12682,Rechnungskauf,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4963,2026-05-31,freigegeben,eingegangen,AB-2026-12987,Amazon,K-18456,PayPal,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu gross,Gutschrift,69.9,kundenretoure
RT-2026-4964,2026-05-16,freigegeben,eingegangen,AB-2026-12990,Amazon,K-16063,PayPal,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4965,2026-06-22,freigegeben,eingegangen,AB-2026-12991,Zalando,K-19033,PayPal,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4966,2026-06-15,freigegeben,eingegangen,AB-2026-12995,Eigener Shop,K-19655,Rechnungskauf,KLEID-PR-M-SCH,Sommerkleid Print,M,Schwarz,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-4967,2026-02-20,freigegeben,eingegangen,AB-2026-13006,Amazon,K-16994,Rechnungskauf,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4968,2026-03-19,freigegeben,eingegangen,AB-2026-13010,Amazon,K-16741,Rechnungskauf,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,Zu spaet geliefert,Gutschrift,79.9,kundenretoure
RT-2026-4969,2026-01-12,freigegeben,eingegangen,AB-2026-13011,Eigener Shop,K-18833,PayPal,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-4970,2026-06-02,freigegeben,eingegangen,AB-2026-13016,Amazon,K-18210,Rechnungskauf,SOCK-3P-L-WEI,Sneaker Socken 3er-Pack,L,Weiss,1,Gefaellt nicht,Gutschrift,19.9,kundenretoure
RT-2026-4971,2026-06-27,freigegeben,eingegangen,AB-2026-13024,Eigener Shop,K-13667,PayPal,TEE-BAS-XL-SCH,T-Shirt Basic,XL,Schwarz,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4972,2026-03-22,freigegeben,eingegangen,AB-2026-13032,Zalando,K-10442,PayPal,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,Zu gross,Gutschrift,24.9,kundenretoure
RT-2026-4973,2026-03-23,freigegeben,eingegangen,AB-2026-13032,Zalando,K-10442,PayPal,CAP-LG-XL-SCH,Cap Logo,XL,Schwarz,1,Zu klein,Gutschrift,24.9,kundenretoure
RT-2026-4974,2026-04-26,freigegeben,eingegangen,AB-2026-13037,Amazon,K-15993,PayPal,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4975,2026-07-25,freigegeben,eingegangen,AB-2026-13040,Eigener Shop,K-10462,PayPal,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4976,2026-02-01,freigegeben,eingegangen,AB-2026-13044,Eigener Shop,K-17367,PayPal,TEE-BAS-S-OLI,T-Shirt Basic,S,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4977,2026-05-03,freigegeben,eingegangen,AB-2026-13053,Amazon,K-16264,Kreditkarte,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4978,2026-02-24,freigegeben,eingegangen,AB-2026-13054,Amazon,K-18377,PayPal,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4979,2026-06-10,freigegeben,eingegangen,AB-2026-13059,Eigener Shop,K-18054,Kreditkarte,TEE-OVS-L-NAV,T-Shirt Oversized,L,Navy,1,Entspricht nicht dem Foto,Gutschrift,34.9,kundenretoure
RT-2026-4980,2026-03-20,freigegeben,eingegangen,AB-2026-13061,Amazon,K-10686,Vorkasse,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4981,2026-02-21,freigegeben,eingegangen,AB-2026-13063,Eigener Shop,K-16846,Vorkasse,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4982,2026-02-04,freigegeben,eingegangen,AB-2026-13063,Eigener Shop,K-16846,Vorkasse,JOG-CL-L-OLI,Jogger Classic,L,Oliv,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-4983,2026-03-03,freigegeben,eingegangen,AB-2026-13067,Eigener Shop,K-13208,Rechnungskauf,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,Mangelhafte Qualitaet,Gutschrift,19.9,kundenretoure
RT-2026-4984,2026-06-14,freigegeben,eingegangen,AB-2026-13069,Eigener Shop,K-10273,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4985,2026-06-04,freigegeben,eingegangen,AB-2026-13070,Amazon,K-17302,Kreditkarte,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,Nicht mehr benoetigt,Gutschrift,79.9,kundenretoure
RT-2026-4986,2026-07-14,freigegeben,eingegangen,AB-2026-13080,Eigener Shop,K-18338,PayPal,JOG-CL-XL-NAV,Jogger Classic,XL,Navy,1,Zu spaet geliefert,Gutschrift,64.9,kundenretoure
RT-2026-4987,2026-03-24,freigegeben,eingegangen,AB-2026-13081,Zalando,K-15134,Kreditkarte,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4988,2026-06-06,freigegeben,eingegangen,AB-2026-13082,Zalando,K-15722,Kreditkarte,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4989,2026-05-01,freigegeben,eingegangen,AB-2026-13083,Amazon,K-17489,Vorkasse,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,Entspricht nicht dem Foto,Gutschrift,64.9,kundenretoure
RT-2026-4990,2026-06-17,freigegeben,eingegangen,AB-2026-13084,Eigener Shop,K-10789,PayPal,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4991,2026-05-03,freigegeben,eingegangen,AB-2026-13085,Eigener Shop,K-10867,Vorkasse,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4992,2026-05-29,freigegeben,eingegangen,AB-2026-13088,Amazon,K-11993,Rechnungskauf,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4993,2026-03-26,freigegeben,eingegangen,AB-2026-13090,Eigener Shop,K-10592,Kreditkarte,KLEID-PR-L-NAV,Sommerkleid Print,L,Navy,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4994,2026-06-07,freigegeben,eingegangen,AB-2026-13096,Eigener Shop,K-11195,Vorkasse,HOOD-CL-XL-OLI,Hoodie Classic,XL,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4995,2026-07-10,freigegeben,eingegangen,AB-2026-13100,Eigener Shop,K-12403,Rechnungskauf,TEE-BAS-L-OLI,T-Shirt Basic,L,Oliv,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4996,2026-02-12,freigegeben,eingegangen,AB-2026-13114,Eigener Shop,K-10043,PayPal,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-4996,2026-02-12,freigegeben,eingegangen,AB-2026-13114,Eigener Shop,K-10043,PayPal,CAP-LG-M-SCH,Cap Logo,M,Schwarz,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-4997,2026-04-27,freigegeben,eingegangen,AB-2026-13120,Eigener Shop,K-11912,PayPal,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4998,2026-04-14,freigegeben,eingegangen,AB-2026-13121,Amazon,K-16232,Vorkasse,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4999,2026-06-27,freigegeben,eingegangen,AB-2026-13128,Amazon,K-13341,Kreditkarte,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,89.9,kundenretoure
RT-2026-5000,2026-05-13,freigegeben,eingegangen,AB-2026-13129,Eigener Shop,K-19729,Kreditkarte,CAP-LG-XS-OLI,Cap Logo,XS,Oliv,1,Zu gross,Gutschrift,24.9,kundenretoure
RT-2026-5001,2026-05-23,freigegeben,eingegangen,AB-2026-13133,Amazon,K-14015,Rechnungskauf,JOG-CL-L-OLI,Jogger Classic,L,Oliv,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5002,2026-04-17,freigegeben,eingegangen,AB-2026-13134,Eigener Shop,K-13541,PayPal,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5003,2026-04-09,freigegeben,eingegangen,AB-2026-13135,Eigener Shop,K-17812,PayPal,CAP-LG-XS-WEI,Cap Logo,XS,Weiss,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5004,2026-04-06,freigegeben,eingegangen,AB-2026-13139,Eigener Shop,K-11198,Kreditkarte,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-5005,2026-03-15,freigegeben,eingegangen,AB-2026-13143,Amazon,K-19425,Rechnungskauf,KLEID-PR-L-NAV,Sommerkleid Print,L,Navy,1,,Sonstiges,79.9,nicht_abgeholt
RT-2026-5006,2026-04-15,freigegeben,eingegangen,AB-2026-13149,Amazon,K-14062,Kreditkarte,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Zu gross,Gutschrift,79.9,kundenretoure
RT-2026-5007,2026-02-15,freigegeben,eingegangen,AB-2026-13153,Zalando,K-13389,PayPal,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5008,2026-02-11,freigegeben,eingegangen,AB-2026-13153,Zalando,K-13389,PayPal,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,Mangelhafte Qualitaet,Gutschrift,69.9,kundenretoure
RT-2026-5009,2026-02-07,freigegeben,eingegangen,AB-2026-13153,Zalando,K-13389,PayPal,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5010,2026-07-10,freigegeben,eingegangen,AB-2026-13156,Eigener Shop,K-11678,PayPal,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Mangelhafte Qualitaet,Gutschrift,64.9,kundenretoure
RT-2026-5011,2026-03-23,freigegeben,eingegangen,AB-2026-13161,Amazon,K-17808,PayPal,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,Falscher Artikel,Ersatzlieferung,29.9,kundenretoure
RT-2026-5012,2026-04-10,freigegeben,eingegangen,AB-2026-13163,Eigener Shop,K-10995,PayPal,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5013,2026-06-24,freigegeben,eingegangen,AB-2026-13168,Eigener Shop,K-10746,Kreditkarte,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5014,2026-04-09,freigegeben,eingegangen,AB-2026-13169,Zalando,K-17375,Vorkasse,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5015,2026-04-18,freigegeben,eingegangen,AB-2026-13175,Zalando,K-15811,PayPal,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5016,2026-04-22,freigegeben,eingegangen,AB-2026-13175,Zalando,K-15811,PayPal,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Entspricht nicht dem Foto,Gutschrift,29.9,kundenretoure
RT-2026-5017,2026-02-27,freigegeben,eingegangen,AB-2026-13182,Eigener Shop,K-19926,Kreditkarte,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,79.9,kundenretoure
RT-2026-5018,2026-05-30,freigegeben,eingegangen,AB-2026-13190,Eigener Shop,K-15740,Rechnungskauf,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5019,2026-05-03,freigegeben,eingegangen,AB-2026-13191,Eigener Shop,K-11819,PayPal,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5020,2026-05-20,freigegeben,eingegangen,AB-2026-13197,Amazon,K-15622,Rechnungskauf,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,,Sonstiges,34.9,nicht_abgeholt
RT-2026-5021,2026-03-19,freigegeben,eingegangen,AB-2026-13204,Amazon,K-12505,PayPal,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5022,2026-02-26,freigegeben,eingegangen,AB-2026-13204,Amazon,K-12505,PayPal,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,Falscher Artikel,Ersatzlieferung,64.9,kundenretoure
RT-2026-5023,2026-04-03,freigegeben,eingegangen,AB-2026-13207,Amazon,K-14712,Vorkasse,SOCK-3P-XL-NAV,Sneaker Socken 3er-Pack,XL,Navy,1,Mangelhafte Qualitaet,Gutschrift,19.9,kundenretoure
RT-2026-5024,2026-06-04,freigegeben,eingegangen,AB-2026-13213,Eigener Shop,K-10896,Kreditkarte,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5025,2026-05-02,freigegeben,eingegangen,AB-2026-13214,Eigener Shop,K-18199,PayPal,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-5026,2026-02-02,freigegeben,eingegangen,AB-2026-13220,Amazon,K-11097,PayPal,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5027,2026-03-31,freigegeben,eingegangen,AB-2026-13232,Eigener Shop,K-19868,Vorkasse,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,Entspricht nicht dem Foto,Gutschrift,64.9,kundenretoure
RT-2026-5028,2026-04-08,freigegeben,eingegangen,AB-2026-13233,Eigener Shop,K-17700,Rechnungskauf,HOOD-CL-XL-OLI,Hoodie Classic,XL,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5029,2026-05-29,freigegeben,eingegangen,AB-2026-13235,Eigener Shop,K-13756,Rechnungskauf,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5030,2026-03-23,freigegeben,eingegangen,AB-2026-13249,Eigener Shop,K-18970,Rechnungskauf,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,Falscher Artikel,Ersatzlieferung,24.9,kundenretoure
RT-2026-5031,2026-04-26,freigegeben,eingegangen,AB-2026-13250,Eigener Shop,K-15405,Vorkasse,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5032,2026-02-21,freigegeben,eingegangen,AB-2026-13251,Eigener Shop,K-10211,Vorkasse,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5033,2026-01-07,freigegeben,eingegangen,AB-2026-13252,Zalando,K-15337,PayPal,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5034,2026-02-08,freigegeben,eingegangen,AB-2026-13252,Zalando,K-15337,PayPal,HOOD-CL-XS-WEI,Hoodie Classic,XS,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5035,2026-06-08,freigegeben,eingegangen,AB-2026-13253,Amazon,K-16311,Rechnungskauf,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,69.9,kundenretoure
RT-2026-5036,2026-02-23,freigegeben,eingegangen,AB-2026-13258,Eigener Shop,K-13083,Rechnungskauf,TEE-OVS-XS-WEI,T-Shirt Oversized,XS,Weiss,1,,Sonstiges,34.9,nicht_abgeholt
RT-2026-5036,2026-02-23,freigegeben,eingegangen,AB-2026-13258,Eigener Shop,K-13083,Rechnungskauf,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-5036,2026-02-23,freigegeben,eingegangen,AB-2026-13258,Eigener Shop,K-13083,Rechnungskauf,TEE-BAS-XS-NAV,T-Shirt Basic,XS,Navy,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-5037,2026-02-27,freigegeben,eingegangen,AB-2026-13264,Eigener Shop,K-12082,PayPal,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5038,2026-04-02,freigegeben,eingegangen,AB-2026-13265,Zalando,K-15884,PayPal,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,Nicht mehr benoetigt,Gutschrift,79.9,kundenretoure
RT-2026-5039,2026-02-22,freigegeben,eingegangen,AB-2026-13267,Amazon,K-18821,Kreditkarte,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5040,2026-04-29,freigegeben,eingegangen,AB-2026-13268,Zalando,K-18495,PayPal,KLEID-PR-XL-NAV,Sommerkleid Print,XL,Navy,1,Beschaedigt angekommen,Ersatzlieferung,79.9,kundenretoure
RT-2026-5041,2026-07-07,freigegeben,eingegangen,AB-2026-13270,Zalando,K-17480,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-5042,2026-05-17,freigegeben,eingegangen,AB-2026-13271,Zalando,K-13254,Kreditkarte,TEE-BAS-XS-WEI,T-Shirt Basic,XS,Weiss,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-5043,2026-03-07,freigegeben,eingegangen,AB-2026-13275,Eigener Shop,K-12089,Rechnungskauf,HOOD-CL-XS-WEI,Hoodie Classic,XS,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5044,2026-02-22,freigegeben,eingegangen,AB-2026-13278,Eigener Shop,K-17163,Rechnungskauf,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5045,2026-07-03,freigegeben,eingegangen,AB-2026-13289,Eigener Shop,K-12264,Kreditkarte,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5046,2026-05-16,freigegeben,eingegangen,AB-2026-13290,Eigener Shop,K-11215,PayPal,SOCK-3P-M-OLI,Sneaker Socken 3er-Pack,M,Oliv,1,Zu gross,Gutschrift,19.9,kundenretoure
RT-2026-5047,2026-06-27,freigegeben,eingegangen,AB-2026-13295,Eigener Shop,K-16260,Rechnungskauf,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-5048,2026-03-13,freigegeben,eingegangen,AB-2026-13299,Amazon,K-18182,PayPal,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5049,2026-01-31,freigegeben,eingegangen,AB-2026-13306,Eigener Shop,K-18851,PayPal,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-5050,2026-06-15,freigegeben,eingegangen,AB-2026-13309,Eigener Shop,K-15936,Rechnungskauf,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,64.9,kundenretoure
RT-2026-5051,2026-06-14,freigegeben,eingegangen,AB-2026-13313,Eigener Shop,K-18028,Rechnungskauf,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,Zu spaet geliefert,Gutschrift,79.9,kundenretoure
RT-2026-5052,2026-02-08,freigegeben,eingegangen,AB-2026-13317,Amazon,K-16963,PayPal,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,Zu spaet geliefert,Gutschrift,29.9,kundenretoure
RT-2026-5053,2026-04-21,freigegeben,eingegangen,AB-2026-13321,Amazon,K-16616,Vorkasse,TEE-OVS-L-NAV,T-Shirt Oversized,L,Navy,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5054,2026-06-26,freigegeben,eingegangen,AB-2026-13324,Amazon,K-10856,Rechnungskauf,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5055,2026-07-07,freigegeben,eingegangen,AB-2026-13327,Zalando,K-11914,Rechnungskauf,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5056,2026-03-01,freigegeben,eingegangen,AB-2026-13329,Eigener Shop,K-15602,PayPal,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5057,2026-06-14,freigegeben,eingegangen,AB-2026-13332,Amazon,K-14264,PayPal,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-5058,2026-04-11,freigegeben,eingegangen,AB-2026-13339,Eigener Shop,K-15400,Vorkasse,TEE-OVS-XL-SCH,T-Shirt Oversized,XL,Schwarz,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
